Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID
America's Funniest Home Videos,1989–,TV-PG,26 Nov 1989,30,"Comedy, Family, Reality-TV",NA,NA,"Jess Harnell, Tom Bergeron, Bob Saget",English,United States,4 wins & 8 nominations,-1.0,6.2,"5,314",tt0098740
The Olympic Elk,1952,Approved,13 Feb 1952,27,"Documentary, Short",James Algar,"Winston Hibler, Ted Sears, James Algar",Winston Hibler,English,United States,NA,-1.0,7.1,86,tt0219222
Jane Goodall: The Hope,2020,NA,22 Apr 2020,88,Documentary,"Elizabeth Leiter, Kim Woodard",NA,Jane Goodall,English,United States,3 nominations,-1.0,8.0,159,tt12137534
Brain Games,2011–,TV-G,09 Oct 2011,60,"Documentary, Comedy, Drama",NA,"Jerry Kolber, Bill Margol","Jason Silva, Bert Thomas Morris, Apollo Robbins",English,United States,Nominated for 1 Primetime Emmy. 3 nominations total,-1.0,8.2,"3,239",tt2078690
Let's Stick Together,1952,Approved,25 Apr 1952,7,"Family, Animation, Comedy",Jack Hannah,"Nick George, Al Bertino","June Foray, Clarence Nash, Bill Thompson",English,United States,NA,-1.0,6.7,506,tt0044835
Pluto's Purchase,1948,Approved,09 Jul 1948,7,"Animation, Comedy, Family","Charles A. Nichols, Jack Kinney","Eric Gurney, Bill de la Torre","James MacDonald, Pinto Colvig, Clarence Nash",English,United States,NA,-1.0,6.5,449,tt0040698
Tron Uprising: Prequel to the Series Parody,2011,NA,28 Jul 2011,2,"Animation, Short",NA,Michael Friedman,"Michael Friedman, Ruthie Hanson",English,USA,NA,-1.0,-1.0,-1,tt5538202
A Celebration of the Music from Coco,2020,NA,10 Apr 2020,47,"Music, Musical",Ron de Moraes,NA,"Benjamin Bratt, Jaime Camil, Aran de la Peña",English,United States,Nominated for 1 Primetime Emmy. 1 nomination total,-1.0,7.1,215,tt12076020
Tut's Treasures: Hidden Secrets,2018,NA,24 Mar 2018,-1,"Documentary, History",NA,NA,"Salima Ikram, Chris Naunton, Aidan Dodson",English,United Kingdom,NA,-1.0,7.4,181,tt8174114
A Tale of Two Critters,1977,G,22 Jun 1977,48,"Adventure, Family",Jack Speirs,Jack Speirs,Mayf Nutter,English,United States,NA,-1.0,6.1,194,tt0287003
All in a Nutshell,1949,Approved,02 Sep 1949,7,"Animation, Short, Comedy",Jack Hannah,"Bill Berg, Nick George","Dessie Flynn, James MacDonald, Clarence Nash",English,United States,NA,-1.0,7.4,"1,060",tt0041112
Diving with Dolphins,2020,G,03 Apr 2020,79,Documentary,Keith Scholey,"David Fowler, Keith Scholey","Celine Cousteau, Doug Anderson, Paul Atkins","English, French",United States,NA,-1.0,7.0,174,tt12100080
Dolphin Reef,2018,G,03 Apr 2020,77,"Documentary, Family","Keith Scholey, Alastair Fothergill","Keith Scholey, David Fowler",Natalie Portman,English,United States,NA,79.0,7.4,"1,071",tt10055028
Don's Fountain of Youth,1953,Approved,30 May 1953,6,"Animation, Short, Comedy","Jack Hannah, Norman Ferguson, Clyde Geronimi","Ralph Wright, Ted Osborne, Al Taliaferro","James MacDonald, Clarence Nash",English,United States,NA,-1.0,7.1,773,tt0045696
Donald's Dog Laundry,1940,Approved,05 Apr 1940,8,"Animation, Short, Comedy",Jack King,"Carl Barks, Chuck Couch, Ralph Wright","Lee Millar, Clarence Nash",English,United States,NA,-1.0,6.8,"1,063",tt0032401
Double Dribble,1946,Approved,20 Dec 1946,7,"Animation, Short, Comedy","Jack Hannah, Jack Kinney","Bill Berg, Milt Banta","Pinto Colvig, Fred Shields",English,United States,NA,-1.0,6.7,829,tt0038489
Dragon Around,1954,Approved,16 Jul 1954,7,"Family, Comedy, Animation",Jack Hannah,"Nick George, Roy Williams","Dessie Flynn, James MacDonald, Clarence Nash",English,United States,NA,-1.0,7.0,754,tt0046932
Elephant,2020,G,03 Apr 2020,86,"Documentary, Adventure, Biography","Mark Linfield, Vanessa Berlowitz, Alastair Fothergill","Mark Linfield, David Fowler",Meghan Markle,English,United States,1 win & 1 nomination,61.0,7.2,"2,180",tt12036052
Elmer Elephant,1936,Approved,28 Mar 1936,9,"Animation, Short, Comedy",Wilfred Jackson,"Earl Hurd, Bianca Majolie, Ted Sears","Pinto Colvig, Bernice Hansen, Clarence Nash",English,United States,NA,-1.0,6.9,"1,288",tt0027569
Fish Hooks,2010–2014,TV-G,28 Aug 2010,22,"Animation, Adventure, Comedy",NA,"Noah Jones, Alex Hirsch, William Reiss","Chelsea Kane, Justin Roiland, Kyle Massey",English,United States,2 wins & 1 nomination,-1.0,4.9,"3,549",tt1725902
How to Play Football,1944,Approved,15 Sep 1944,7,"Animation, Short, Comedy",Jack Kinney,"Rex Cox, Harry Reeves","Billy Bletcher, Pinto Colvig",English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,7.1,"1,199",tt0036933
In the Footsteps of Elephant,2020,G,03 Apr 2020,85,"Documentary, Adventure, Family","Vanessa Berlowitz, Tom Stephens","Vanessa Berlowitz, David Fowler","Jeremy Sisto, Mike Chase, Martyn Colbeck",English,United States,NA,-1.0,7.2,188,tt12100044
Lambert the Sheepish Lion,1952,Approved,08 Feb 1952,8,"Animation, Short, Comedy","Jack Hannah, Clyde Geronimi","Bill Peet, Ralph Wright, Milt Banta","Sterling Holloway, June Foray, Stan Freberg",English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,7.6,"2,289",tt0044821
On Ice,1935,Approved,28 Sep 1935,8,"Animation, Short, Adventure",Ben Sharpsteen,Webb Smith,"Pinto Colvig, Walt Disney, Marcellite Garner",English,United States,NA,-1.0,7.3,"1,497",tt0026816
Out of Scale,1951,NA,02 Nov 1951,7,"Animation, Short, Comedy","Jack Hannah, Jack Kinney","Bill Berg, Nick George","Dessie Flynn, James MacDonald, Clarence Nash",English,United States,NA,-1.0,7.5,928,tt0043890
Penguins: Life on the Edge,2020,G,03 Apr 2020,78,"Documentary, Family","Alastair Fothergill, Jeff Wilson","David Fowler, Simon Nash","Blair Underwood, Matthew Aeberhard, John Aitchison","English, French",United States,NA,-1.0,6.8,160,tt12080904
Pluto's Party,1952,Approved,19 Sep 1952,7,"Animation, Short, Comedy",Milt Schaffer,"Bill Berg, Leo Salkin","James MacDonald, Pinto Colvig",English,United States,NA,-1.0,6.4,662,tt0045038
Sea Scouts,1939,Approved,30 Jun 1939,8,"Animation, Family, Comedy",Dick Lundy,"Carl Barks, Chuck Couch, Ted Osborne",Clarence Nash,English,United States,NA,-1.0,6.9,766,tt0031905
The Boy Who Talked to Badgers,1975,NA,14 Sep 1975,89,"Adventure, Family",Gary Nelson,"Sheldon Stark, Allan Eckert","Christian Juttner, Carl Betz, Salome Jens",English,United States,NA,-1.0,5.5,117,tt0072728
The New Neighbor,1953,NA,01 Aug 1953,7,"Family, Comedy, Animation","Jack Hannah, David Hand","Nick George, Milt Schaffer","Pinto Colvig, Billy Bletcher, Clarence Nash",English,United States,NA,-1.0,7.2,698,tt0046125
The Small One,1978,G,16 Dec 1978,26,"Animation, Short, Drama","Don Bluth, Jack Cutting, Wolfgang Reitherman","Vance Gerry, Peter Young, Charles Tazewell","Sean Marshall, William Woodson, Olan Soule",English,United States,NA,-1.0,7.7,"1,692",tt0078281
Be Our Chef,2020–,TV-G,27 Mar 2020,25,Game-Show,NA,NA,"Angela Kinsey, DeMaryo Platt",English,United States,NA,-1.0,6.4,170,tt10219416
Disney Insider,2020–,TV-14,20 Mar 2020,17,Documentary,NA,NA,"Gina Rodriguez, Katy Perry, Grace VanderWaal",English,United States,NA,-1.0,6.5,281,tt11998854
Frozen 2 - Priyanka Chopra Jonas and Parineeti Chopra - Promo,2019,NA,15 Nov 2019,-1,Short,Neha Lohia,NA,"Priyanka Chopra Jonas, Parineeti Chopra",Hindi,India,NA,-1.0,3.9,31,tt13138624
Stargirl,2020–,TV-PG,18 May 2020,566,"Action, Adventure, Crime",NA,"Geoff Johns, Greg Berlanti","Brec Bassinger, Anjelika Washington, Trae Romano",English,United States,1 win & 2 nominations,-1.0,7.2,"16,437",tt8722888
The Sandlot: Heading Home,2007,PG,01 May 2007,96,"Family, Sport",William Dear,"Keith Mitchell, Allie Dvorin, David Mickey Evans (based upon characters created by), Robert Gunter (based upon characters created by)","Danny Nucci, Luke Perry, Keanu Pires, Sarah Deakins",English,"USA, Canada",NA,-1.0,5.0,"1,872",tt0817307
101 Dalmatian Street,2018–2020,TV-Y7,14 Dec 2018,22,"Animation, Comedy, Family",NA,NA,"Josh Brener, Michaela Dietz, Bert Davis",English,"United Kingdom, Canada, United States",NA,-1.0,6.1,348,tt7019028
Shop Class,2020,TV-G,28 Feb 2020,45,"Adventure, Family, Game-Show",NA,NA,"Kelly Ractham, Brooks Atwood, Justin Long",English,United States,NA,-1.0,7.1,79,tt10225108
Viking Warrior Women,2019,NA,02 Mar 2020,51,"Documentary, Drama, History","David Bartlett, Sebastian Peiter",Sebastian Peiter,"Moa Stefansdotter, Stina Edström, Dennis Bengtsson","English, Swedish, German",United Kingdom,NA,-1.0,6.5,57,tt10538348
Star Wars Resistance,2018–2020,TV-Y7,07 Oct 2018,30,"Animation, Action, Adventure",NA,"Carrie Beck, Dave Filoni, Kiri Hart","Christopher Sean, Scott Lawrence, Josh Brener",English,United States,Nominated for 2 Primetime Emmys. 1 win & 4 nominations total,-1.0,5.1,"5,469",tt8336340
Lost Cities with Albert Lin,2019–,NA,01 Oct 2019,-1,"Documentary, History",NA,NA,"Albert Yu-Min Lin, Duncan Lees, Joseph Angelo Steel",English,United States,NA,-1.0,7.8,382,tt10366494
Marvel Rising: Operation Shuri,2019,TV-Y7-FV,11 Oct 2019,21,"Animation, Short, Action","Chris Rutkowski, Eric Radomski",Mae Catt,"Jessica DiCicco, Skai Jackson, Kathreen Khavari",English,United States,NA,-1.0,5.2,349,tt11113964
Marvel Rising: Playing with Fire,2019,TV-Y7-FV,18 Dec 2019,44,"Animation, Short, Action, Adventure, Family, Sci-Fi","Sol Choi, Eric Radomski",Danielle Wolff,"Dee Bradley Baker, Dove Cameron, Kathreen Khavari, Meera Rohit Kumbhani",English,USA,NA,-1.0,5.2,220,tt11483514
Star Wars: The Clone Wars,2008–2020,TV-PG,03 Oct 2008,23,"Animation, Action, Adventure",NA,George Lucas,"Tom Kane, Dee Bradley Baker, Matt Lanter",English,United States,27 wins & 74 nominations,-1.0,8.3,"83,003",tt0458290
Because of Winn-Dixie,2005,PG,18 Feb 2005,106,"Comedy, Drama, Family",Wayne Wang,"Kate DiCamillo, Joan Singleton","AnnaSophia Robb, Jeff Daniels, Eva Marie Saint",English,United States,2 nominations,54.0,6.4,"11,509",tt0317132
Disney's Fairy Tale Weddings,2017–2020,TV-PG,11 Dec 2017,63,Reality-TV,NA,"Jenny Daly, Simon Lythgoe, Ann Lewis Roberts","Stephen Boss, Allison Holker, Lin-Manuel Miranda",English,United States,1 win,-1.0,6.7,164,tt6974848
Raven Symoné: That's So Raven,2002,Not Rated,NA,2,"Short, Music",NA,NA,"Orlando Brown, Raven-Symoné, Anneliese van der Pol",English,USA,NA,-1.0,7.6,18,tt5639958
Timmy Failure: Mistakes Were Made,2020,PG,07 Feb 2020,99,"Adventure, Comedy, Drama",Tom McCarthy,"Tom McCarthy, Stephan Pastis","Winslow Fegley, Ophelia Lovibond, Wallace Shawn",English,United States,5 nominations,60.0,6.0,"2,867",tt6820324
Descendants 3,2019,TV-G,02 Aug 2019,106,"Action, Adventure, Drama, Family, Musical, Thriller",Kenny Ortega,"Josann McGibbon, Sara Parriott","Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart",English,USA,1 win & 1 nomination.,-1.0,6.6,"6,120",tt8022928
Lamp Life,2020,TV-G,31 Jan 2020,7,"Animation, Short, Adventure, Comedy, Family, Fantasy",Valerie LaPointe,Valerie LaPointe,"Annie Potts, Ally Maki, Jim Hanks, Emily Davis",English,USA,3 nominations.,-1.0,6.7,"2,437",tt10167262
Diary of a Future President,2020–2021,TV-PG,17 Jan 2020,30,"Comedy, Drama, Family",NA,Ilana Peña,"Tess Romero, Selenis Leyva, Charlie Bushnell",English,United States,1 win & 5 nominations,-1.0,6.2,"1,024",tt9695266
America's National Parks,2015–,TV-G,06 Dec 2015,-1,Documentary,NA,NA,C.T. Taylor,English,United States,NA,-1.0,7.6,193,tt4622802
Continent 7: Antarctica,2016,TV-PG,15 Nov 2016,47,Adventure,NA,NA,Chris Browning,English,United States,NA,-1.0,7.4,171,tt6244108
The Lodge,2016–2017,TV-G,17 Oct 2016,22,Family,NA,NA,"Luke Newton, Sophie Simnett, Thomas Doherty",English,United Kingdom,NA,-1.0,6.5,566,tt6176812
Destino,2003,PG,09 Jul 2003,7,"Animation, Short",Dominique Monfery,"Salvador Dalí, John Hench","Dora Luz, Jennifer Esposito",English,"France, United States",Nominated for 1 Oscar. 6 wins & 2 nominations total,-1.0,7.6,"5,160",tt0377770
Loop,2020,PG,10 Jan 2020,9,"Animation, Short, Adventure",Erica Milsom,"Adam Burke, Matthias De Clercq, Erica Milsom","Madison Bandy, Christiano Delgado, Louis Gonzales",English,United States,1 nomination,-1.0,6.8,"2,079",tt9536836
Aladdin (2019),2019,NA,18 Jun 2019,-1,"Comedy, Talk-Show","Sol Harris, Allen Turing","Sol Harris, Allen Turing","Allen Turing, Sol Harris",NA,NA,NA,-1.0,-1.0,-1,tt12930060
Austin & Ally,2011–2016,TV-G,02 Dec 2011,30,"Comedy, Drama, Family",NA,"Kevin Kopelow, Heath Seifert","Ross Lynch, Laura Marano, Raini Rodriguez",English,United States,10 wins & 14 nominations,-1.0,6.0,"11,183",tt1830491
Drain Alcatraz,2017,TV-14,19 Dec 2017,47,Documentary,Wayne Abbott,Christopher Blow,"Craig Sechler, Russell Boulter, John A. Martini, John Cantwell",English,USA,NA,-1.0,6.0,147,tt7823038
Drain the Bermuda Triangle,2014,TV-PG,07 Dec 2014,44,"Documentary, Short",Jobim Sampson,"Jobim Sampson, Christopher Blow","Craig Sechler, Russell Boulter, Philippe Rouja",English,United States,NA,-1.0,6.4,204,tt4266692
Drain the Great Lakes,2011,TV-G,01 Dec 2011,47,Documentary,"Wayne Abbott, Crispin Sadler","Wayne Abbott, Jeremy Evans, Crispin Sadler","Cham Giobbi, Nigel Wattrus, Steve Blasco, John O'Shea",English,"UK, Canada, USA",NA,-1.0,6.9,77,tt3738576
Drain the Ocean: WWII,2016,TV-PG,19 Sep 2016,44,History,Mike Slee,Mike Slee,"Russell Boulter, James Delgado, Herbert Weatherwax, Scott Pawlowski",English,USA,NA,-1.0,7.0,109,tt6141006
Drain the Sunken Pirate City,2017,TV-14,09 Jul 2017,47,Documentary,Sophie Elwin-Harris,Sophie Elwin-Harris,"Craig Sechler, Russell Boulter, Jon Henderson, Ronald Hutton",English,UK,NA,-1.0,6.4,88,tt7964284
Drain the Titanic,2015,NA,NA,46,Documentary,Wayne Abbott,"Wayne Abbott, Christopher Blow, Max Salomon","Russell Boulter, Brad Cartner, Kenneth Vrana",English,"United Kingdom, Canada, United States",NA,-1.0,6.3,364,tt4743564
Hacksaw,1971,TV-PG,26 Sep 1971,89,Family,Larry Lansburgh,"Larry Lansburgh Jr. (story by), Dick Spencer III (teleplay by)","Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin",English,USA,NA,-1.0,6.0,83,tt0067172
Marvel 75 Years: From Pulp to Pop!,2014,NA,04 Nov 2014,42,"Documentary, History",Zak Knutson,Laura Shields,"Axel Alonso, Hayley Atwell, Gerry Conway, Louis D'Esposito",English,USA,NA,-1.0,7.2,841,tt4128102
Marvel Rising: Battle of the Bands,2019,NA,28 Aug 2019,22,"Animation, Short, Action",Chris Rutkowski,Mae Catt,"Dove Cameron, Skai Jackson, Kathreen Khavari",English,United States,NA,-1.0,4.9,217,tt10863978
Out There with Jack Randall,2019–,NA,07 Jul 2019,-1,Documentary,NA,NA,"Jack Randall, Gavin Bedford, Ian Bell",NA,NA,NA,-1.0,6.4,70,tt10583412
Super Rhino,2009,G,22 Mar 2009,4,"Animation, Short, Adventure, Comedy, Family",Nathan Greno,Nathan Greno,"Miley Cyrus, Mark Walton, Susie Essman, Malcolm McDowell",English,USA,NA,-1.0,6.3,"1,017",tt1368151
The Proud Family,2001–2005,TV-Y,15 Sep 2001,30,"Animation, Comedy, Family",NA,"Bruce W. Smith, Doreen Spicer","Kyla Pratt, Tommy Davidson, Jo Marie Payton",English,United States,6 wins & 23 nominations,-1.0,6.5,"7,198",tt0293737
The Super Hero Squad Show,2009–2011,TV-Y7,14 Sep 2009,-1,"Animation, Action, Comedy",NA,NA,"Tom Kenny, David Boat, Steve Blum",English,United States,NA,-1.0,6.0,"1,755",tt1388589
George of the Jungle 2,2003,PG,20 Oct 2003,87,"Adventure, Comedy, Family",David Grossman,"Jordan Moffet, Bill Scott (television series), Jay Ward (based upon characters created by)","Christopher Showerman, Julie Benz, Angus T. Jones, Thomas Haden Church",English,"USA, Australia",NA,-1.0,3.4,"6,618",tt0322389
High School Musical: The Musical: The Series: The Special,2019,TV-G,20 Dec 2019,23,Documentary,Clayton Cogswell,NA,"Joshua Bassett, Corbin Bleu, Matt Cornett, Tim Federle",English,USA,NA,-1.0,7.2,120,tt11448424
Pick of the Litter,2019–,TV-PG,20 Dec 2019,35,"Documentary, Family",NA,"Don Hardy, Dana Nachman",NA,English,United States,NA,-1.0,8.0,146,tt10855726
Togo,2019,PG,20 Dec 2019,113,"Adventure, Biography, Drama",Ericson Core,Tom Flynn,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl",English,United States,1 win & 4 nominations,69.0,8.0,"46,311",tt5116302
Wind,2019,G,13 Dec 2019,8,"Animation, Short, Adventure",Edwin Chang,Edwin Chang,"Emilio Fuentes, Sonoko Konishi",English,United States,NA,-1.0,7.1,"1,884",tt9536850
One Day at Disney,2019–,TV-PG,03 Dec 2019,5,Documentary,NA,NA,"Eric Goldberg, Sage Steele, Katie Whetsell",English,United States,NA,-1.0,7.3,513,tt10854760
Expedition Amelia,2019,NA,20 Oct 2019,95,"Documentary, History",Chad Cohen,"Chad Cohen, Eleanor Grant (additional writer)","Allison Janney, Amelia Earhart, Robert Ballard, Columbia McCaleb",NA,USA,NA,-1.0,7.2,155,tt10719984
Marvel Rising: Chasing Ghosts,2019,NA,16 Jan 2019,22,"Animation, Short, Action, Adventure, Family",Alfred Gimeno,Mairghread Scott,"Dee Bradley Baker, Chloe Bennet, Dove Cameron, Skai Jackson",English,USA,NA,-1.0,4.9,398,tt9073748
Marvel Rising: Heart of Iron,2019,NA,31 Mar 2019,44,"Animation, Short, Action","Sol Choi, Alfred Gimeno","Margaret Dunlap, Brian Michael Bendis, Stefano Caselli","Dee Bradley Baker, Chloe Bennet, Dove Cameron",English,United States,NA,-1.0,4.4,461,tt9073746
Supercar Megabuild,2016–,NA,17 Feb 2016,60,Documentary,NA,NA,"Dom Joly, Ranen Rudra, Ralph Hosier",English,United Kingdom,NA,-1.0,4.2,66,tt12535708
12 Dates of Christmas,2011,PG,11 Dec 2011,90,"Comedy, Fantasy, Romance",James Hayman,"Aaron Mendelsohn (teleplay by), Janet Brownell (teleplay by), Aaron Mendelsohn (story by), Blake Harris (story by)","Laura Miyata, Vijay Mehta, Amy Smart, Audrey Dwyer",English,USA,1 nomination.,-1.0,6.3,"5,728",tt1846442
A Knight for a Day,1946,Approved,08 Mar 1946,7,"Animation, Short, Comedy","Jack Hannah, Burt Gillett, Bill Roberts",Bill Peet,"Billy Bletcher, June Foray, John Brown",English,United States,NA,-1.0,6.7,"1,035",tt0038674
A Ring of Endless Light,2002,TV-G,23 Aug 2002,88,"Drama, Family, Romance",Greg Beeman,"Madeleine L'Engle (novel), Marita Giovanni (teleplay), Bruce Graham (teleplay)","Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers",English,USA,2 wins & 1 nomination.,-1.0,6.0,"1,165",tt0282123
Aladdin and the King of Thieves,1996,Not Rated,13 Aug 1996,81,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Tad Stones,"Mark McCorkle (screenplay by), Bob Schooley (screenplay by)","Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin",English,USA,2 wins & 1 nomination.,-1.0,6.4,"33,562",tt0115491
Alice in Wonderland,1951,G,28 Jul 1951,75,"Animation, Adventure, Comedy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Lewis Carroll, Winston Hibler, Ted Sears","Kathryn Beaumont, Ed Wynn, Richard Haydn",English,United States,Nominated for 1 Oscar. 2 nominations total,68.0,7.4,"137,620",tt0043274
Alley Cats Strike,2000,TV-G,18 Mar 2000,103,"Drama, Family, Sport",Rod Daniel,Gregory K. Pincus,"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley",English,"USA, Canada",1 nomination.,-1.0,6.1,"2,093",tt0217990
Almost Angels,1962,Not Rated,21 Dec 1962,93,"Comedy, Family, Music",Steve Previn,"Vernon Harris, Robert A. Stemmle","Vincent Winter, Sean Scully, Peter Weck",English,United States,NA,-1.0,6.6,547,tt0055740
America's Heart & Soul,2004,PG,02 Jul 2004,84,Documentary,Louie Schwartzberg,NA,"George Woodard, Charles Jimmie Sr., The Vasquez Brothers",English,United States,2 nominations,55.0,5.0,679,tt0381006
An Extremely Goofy Movie,2000,G,29 Feb 2000,79,"Animation, Comedy, Family, Sport",Douglas McCarthy,"Scott Spencer Gorden (screenplay by), Hillary Carlip (additional screenplay material by)","Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings",English,"USA, Australia",2 wins & 1 nomination.,-1.0,6.4,"10,662",tt0208185
Annie,1999,UNRATED,07 Nov 1999,90,"Family, Comedy, Musical",Rob Marshall,"Irene Mecchi (teleplay), Thomas Meehan (book), Martin Charnin (lyrics)","Kathy Bates, Victor Garber, Alan Cumming, Audra McDonald",English,USA,Nominated for 1 Golden Globe. Another 9 wins & 23 nominations.,-1.0,6.7,"4,380",tt0207972
Apollo: Missions to the Moon,2019,Not Rated,07 Jul 2019,94,"Documentary, History",Tom Jennings,Tom Jennings,"Walt Disney, Ward Kimball, Wernher von Braun",English,United States,4 wins & 3 nominations,-1.0,7.6,456,tt9782756
Atlantis Rising,2017,NA,29 Jan 2017,93,"Documentary, Adventure, Mystery",Simcha Jacobovici,"Simcha Jacobovici, Georgeos Díaz-Montexano (story advisor)","James Cameron, Georgeos Díaz-Montexano, Peter Ellul Vincenti, Richard Freund",English,Canada,NA,-1.0,6.6,413,tt6467274
Atlantis: Milo's Return,2003,G,20 May 2003,70,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","Victor Cook, Toby Shelton, Tad Stones","Thomas Hart (screenplay), Henry Gilroy (screenplay), Kevin Hopps (screenplay), Tad Stones (screenplay), Steve Englehart (screenplay), Marty Isenberg (screenplay)","James Arnold Taylor, Cree Summer, John Mahoney, Jacqueline Obradors","Norwegian, English",USA,1 nomination.,-1.0,5.1,"8,573",tt0344864
