Title,Year,Rated,Released,Runtime,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,genres
Inner Workings,2016,G,23 Nov 2016,6,Leonardo Matsuda,Leonardo Matsuda,Tucker Gilmore| Raymond S. Persi,English,United States,1 win,-1.0,7.7,4621,tt5807512,Animation|Short|Adventure
Inspector Gadget 2,2003,G,11 Mar 2003,89,Alex Zamm,Andy Heyward (characters)| Jean Chalopin (characters)| Bruno Bianchi (characters)| Ron Anderson| William Robertson| Alex Zamm,French Stewart| Elaine Hendrix| Tony Martin| Caitlin Wachs,English,USA| Australia,4 nominations.,-1.0,3.5,5882,tt0301454,Action|Comedy|Crime|Family|Sci-Fi
Into the Okavango,2018,G,22 Apr 2018,88,Neil Gelinas,Neil Gelinas| Brian Newell,Chris Boyes| Jack Boyes| Steve Boyes,English,United States| Angola| Botswana| Namibia| South Africa,1 win & 3 nominations,-1.0,7.6,415,tt7573844,Documentary
Invisible Sister,2015,TV-G,09 Oct 2015,80,Paul Hoen,Billy Eddy (teleplay by)| Billy Eddy (television story by)| Matt Eddy (teleplay by)| Matt Eddy (television story by)| Jessica O'Toole (television story by)| Amy Rardin (television story by),Rowan Blanchard| Paris Berelc| Karan Brar| Rachel Crow,English,USA,1 nomination.,-1.0,6.0,2720,tt4420110,Adventure|Comedy|Family|Fantasy
Iron Man: Armored Adventures,2008,TV-Y7,22 Nov 2008,22,,Craig Kyle| Christopher L. Yost| Romain van Liemt,Adrian Petriw| Daniel Bacon| Anna Cummer,English,Canada| United States| United Kingdom| France| Luxembourg,,-1.0,6.5,3498,tt0837143,Animation|Action|Adventure
Jack-Jack Attack,2005,Not-Rated,11 Jan 2008,5,Brad Bird,Brad Bird| Teddy Newton (story)| Mark Andrews (story)| Rob Gibbs (story)| Bosco Ng (story),Bret 'Brook' Parker| Bud Luckey| Eli Fucile| Jason Lee,English,USA,1 win & 1 nomination.,-1.0,7.6,15126,tt0455565,Animation|Short|Adventure|Comedy|Family
Jane,2017,PG,24 Nov 2017,90,Brett Morgen,Brett Morgen| Jane Goodall,Jane Goodall| Hugo Van Lawick| Hugo Eric Louis van Lawick,English,United States,Won 2 Primetime Emmys. 37 wins & 36 nominations total,87.0,7.8,5011,tt7207238,Documentary|Biography
Jessie,2011,TV-G,30 Sep 2011,30,,Pamela Eells| Phil Baker| Drew Vaupen,Debby Ryan| Peyton List| Cameron Boyce,English,United States,Won 1 BAFTA Film Award2 wins & 12 nominations total,-1.0,6.1,15180,tt1865769,Comedy|Drama|Family
Johnny Kapahala: Back on Board,2007,Not-Rated,23 Nov 2007,90,Eric Bross,Ann Austen (teleplay)| Douglas Sloan (teleplay)| Max Enscoe (teleplay)| Annie DeYoung (teleplay),Brandon Baker| Jake T. Austin| Cary-Hiroyuki Tagawa| Robyn Lively,English,USA,2 wins.,-1.0,5.5,2053,tt0942378,Comedy|Drama|Family|Sport
Johnny Tsunami,1999,TV-G,24 Jul 1999,88,Steve Boyum,Ann Austen| Douglas Sloan,Cary-Hiroyuki Tagawa| Brandon Baker| Mary Page Keller| Yuji Okumoto,English,USA,1 nomination.,-1.0,6.3,5083,tt0206064,Drama|Family|Sport
Journey to the Center of the Earth,1959,Approved,01 Dec 1959,129,Henry Levin,Walter Reisch| Charles Brackett| Jules Verne,James Mason| Pat Boone| Arlene Dahl,Icelandic|English|Swedish|French|Italian|Russian,United States,Nominated for 3 Oscars. 1 win & 5 nominations total,-1.0,7.0,17186,tt0052948,Adventure|Children|Sci-Fi
Jump In!,2007,TV-G,27 Apr 2007,85,Paul Hoen,Doreen Spicer| Regina Y. Hicks| Karin Gist,Corbin Bleu| Keke Palmer| David Reivers| Shanica Knowles,English,USA,2 wins & 2 nominations.,-1.0,5.4,7165,tt0805559,Comedy|Drama|Family|Romance|Sport
Jumping Ship,2001,TV-G,17 Aug 2001,93,Michael Lange,Chad Hayes| Carey W. Hayes,Joey Lawrence| Matthew Lawrence| Andrew Lawrence| Susan Walters,English,Australia| USA,,-1.0,6.2,1719,tt0271172,Family|Adventure|Comedy|Drama
Jungle Cat,1960,Approved,23 Dec 1960,69,James Algar,James Algar,Winston Hibler,English,United States,1 win & 1 nomination,-1.0,7.2,326,tt0053977,Documentary|Family
Kim Possible,2019,TV-G,15 Feb 2019,86,Zach Lipovsky| Adam B. Stein,Josh A. Cagan (script)| Josh A. Cagan| Mark McCorkle (characters)| Mark McCorkle (script)| Mark McCorkle| Bob Schooley (characters)| Bob Schooley (script)| Bob Schooley,Sadie Stanley| Sean Giambrone| Ciara Riley Wilson| Todd Stashwick,English,USA,1 nomination.,-1.0,3.7,2689,tt7979492,Action|Adventure|Children|Comedy
Kingdom of the Blue Whale,2009,G,08 Mar 2009,94,,Sue Houghton,Tom Selleck| Scott Baker| John Calambokidis| Darlene Kenton,English,USA,,-1.0,7.0,126,tt1403075,Documentary
Kingdom of the White Wolf,2019,G,25 Aug 2019,-1,,,Ronan Donovan,English,United States,,-1.0,8.1,210,tt10704300,Documentary
Kitbull,2019,PG,18 Feb 2019,9,Rosana Sullivan,Rosana Sullivan,,English,United States,Nominated for 1 Oscar. 1 win & 2 nominations total,-1.0,8.0,6358,tt9536832,Animation|Short|Drama
Kronk's New Groove,2005,G,13 Dec 2005,75,Saul Blinkoff| Elliot M. Bour,Tony Leondis (story by)| Michael LaBash (story by)| Tom Rogers (story by)| Tom Rogers (screenplay by)| Michael Lucker,Patrick Warburton| Tracey Ullman| Eartha Kitt| David Spade,English,USA,8 nominations.,-1.0,5.8,12034,tt0401398,Animation|Comedy|Family|Musical|Romance
Ruta de la luna,2012,G,04 Oct 2013,80,Juan Sebastian Jacome,Irina Caballero| Juan Sebastian Jacome| Rocco Melillo,Jimmy David Suarez| Luis Antonio Gotti| Victoria Greco,Spanish,Panama| Ecuador,1 win,-1.0,6.2,33,tt1895517,Drama
Lady and the Tramp,2019,PG,12 Nov 2019,111,Charlie Bean,Andrew Bujalski| Kari Granlund,Tessa Thompson| Justin Theroux| Sam Elliott,English,United States,5 nominations,48.0,6.2,20699,tt8096832,Adventure|Comedy|Family
Lava Murders,2015,G,,-1,,Jaime Heintz,,,USA,,-1.0,-1.0,-1,tt4630810,Thriller
Lego Star Wars: All-Stars,2018,TV-Y7,29 Oct 2018,22,,Carrie Beck| Jake Blais| Leland Chee,Matthew Wood| John DiMaggio| Dana Snyder,English,United States,,-1.0,6.5,296,tt9297164,Animation|Action|Adventure
Lemonade Mouth,2011,TV-PG,15 Apr 2011,103,Patricia Riggen,April Blair (teleplay)| Mark Peter Hughes (novel),Bridgit Mendler| Adam Hicks| Hayley Kiyoko| Naomi Scott,English,USA,2 nominations.,-1.0,6.9,15599,tt1648204,Comedy|Drama|Family|Music|Musical
Lend a Paw,1941,Approved,03 Oct 1941,8,Clyde Geronimi,,Pinto Colvig| Walt Disney| June Foray,English,United States,Won 1 Oscar. 1 win total,-1.0,6.9,1596,tt0033824,Animation|Short|Comedy
Leroy & Stitch,2006,G,23 Jun 2006,73,Tony Craig| Roberts Gannaway,Roberts Gannaway| Jess Winfield,Daveigh Chase| Chris Sanders| David Ogden Stiers| Kevin McDonald,English,USA,1 nomination.,-1.0,6.2,5306,tt0486761,Animation|Action|Adventure|Comedy|Drama|Family|Sci-Fi
Let It Shine,2012,TV-G,01 Jun 2012,104,Paul Hoen,Eric Daniel (teleplay)| Don D. Scott (teleplay)| Eric Daniel (story),Tyler James Williams| Coco Jones| Trevor Jackson| Brandon Mychal Smith,English,USA,4 wins & 6 nominations.,-1.0,6.4,3150,tt2165933,Drama|Family|Music
Life Is Ruff,2005,TV-G,15 Jul 2005,84,Charles Haid,Eddie Guzelian,Kyle Massey| Kay Panabaker| Mitchel Musso| Carter Jenkins,English,USA,,-1.0,4.9,1290,tt0450455,Comedy|Family
Life with Mikey,1993,PG,04 Jun 1993,91,James Lapine,Marc Lawrence,Michael J. Fox| Christina Vidal| Nathan Lane,English,United States,4 nominations,50.0,5.6,5969,tt0107413,Comedy|Family
Life-Size 2,2018,TV-14,02 Dec 2018,81,Steven K. Tsuchida,Cameron Fay| Stacey Harman| Stephanie Moore (characters),Tyra Banks| Francia Raisa| Gavin Stenhouse| Hank Chen,English,USA,1 nomination.,-1.0,4.7,858,tt3920782,Children|Fantasy
Lifted,2006,G,29 Jun 2007,5,Gary Rydstrom,Gary Rydstrom| Jeff Pidgeon| Maxwell Brace IV,Sheb Wooley,None,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,7.8,19290,tt0945571,Animation|Short|Comedy
Lilo & Stitch 2: Stitch Has a Glitch,2005,PG,30 Aug 2005,68,Michael LaBash| Tony Leondis,Tony Leondis (screenplay by)| Michael LaBash (screenplay by)| Eddie Guzelian (screenplay by)| Alexa Junge (screenplay by),Chris Sanders| Dakota Fanning| Tia Carrere| David Ogden Stiers,English|French|Spanish,USA,2 wins & 13 nominations.,-1.0,6.3,12911,tt0457993,Animation|Comedy|Drama|Family|Sci-Fi
Lonesome Ghosts,1937,Approved,24 Dec 1937,9,Burt Gillett,Dick Friel,Billy Bletcher| Pinto Colvig| Walt Disney,English,United States,,-1.0,7.6,2670,tt0029161,Animation|Short|Comedy
Lost Treasures of the Maya,2018,G,06 Feb 2018,-1,Ben Crichton,,Albert Yu-Min Lin| Thomas Garrison| Marcelo Canuto,English,United States| Guatemala,,-1.0,6.5,211,tt10276578,Documentary|History
Lou,2017,G,16 Jun 2017,7,Dave Mullins,Dave Mullins,Jack Bright,English,United States,Nominated for 1 Oscar. 3 nominations total,-1.0,7.8,7390,tt6267732,Animation|Short|Comedy
The Luck of the Irish,2001,TV-G,09 Mar 2001,86,Paul Hoen,Andrew Price (story)| Andrew Price (teleplay)| Mark Edward Edens (teleplay),Ryan Merriman| Henry Gibson| Alexis Lopez| Glenndon Chatman,English,USA,,-1.0,6.2,7026,tt0274636,Adventure|Comedy|Drama|Family|Fantasy|Sport
Luxo Jr,1986,G,10 Jul 1987,2,John Lasseter,John Lasseter,Mel Blanc,None,United States,Nominated for 1 Oscar. 5 wins & 2 nominations total,-1.0,7.3,14292,tt0091455,Animation|Short|Comedy
Magician Mickey,1937,Approved,06 Feb 1937,8,David Hand,Vernon Stallings,Pinto Colvig| Walt Disney| Clarence Nash,English,United States,,-1.0,7.2,1085,tt0029188,Family|Animation|Comedy
Mail Dog,1947,Approved,14 Nov 1947,7,Charles A. Nichols,Eric Gurney| Bill de la Torre,Pinto Colvig,English,United States,,-1.0,6.3,364,tt0039596,Comedy|Family|Animation
Man Among Cheetahs,2017,G,11 Dec 2017,-1,Richard Slater-Jones,James Manfull,Robert Poole,English,USA,,-1.0,6.8,35,tt7974952,Documentary
MARS: Inside SpaceX,2018,G,12 Nov 2018,46,Julia Reagan,,Raz Friman,English,USA,,-1.0,7.4,695,tt9269852,Documentary
Marvel Rising: Secret Warriors,2018,G,30 Sep 2018,80,Alfred Gimeno| Eric Radomski,Mairghread Scott,Dee Bradley Baker| Chloe Bennet| Kathreen Khavari| Andrew Kishino,English,USA,,-1.0,5.3,1094,tt7728344,Animation|Action|Comedy|Fantasy|Sci-Fi
Marvel Studios: Assembling a Universe,2014,TV-PG,18 Mar 2014,43,,,Axel Alonso| Victoria Alonso| Hayley Atwell| Jeffrey Bell,English,USA,,-1.0,7.4,1286,tt3591568,Documentary|History
Marvel Studios: Expanding the Universe,2019,TV-PG,12 Nov 2019,12,,,Stephen Broussard| Kevin Feige| Mary Livanos,English,United States,,-1.0,6.7,431,tt11295300,Documentary|Short
Marvel Studios' Avengers: Endgame LIVE Red Carpet World Premiere,2019,G,22 Apr 2019,118,Bill Chapman,,Victoria Alonso| Linda Cardellini| Don Cheadle,English,United States,,-1.0,7.4,25,tt10240638,Reality-TV
Marvel Studios' Captain Marvel LIVE Red Carpet World Premiere,2019,PG-13,04 Mar 2019,103,Bill Chapman,,Akira Akbar| Annette Bening| Chloe Bennet,English,United States,,-1.0,6.2,23,tt9908924,Reality-TV
Marvel's Hero Project,2019,TV-G,12 Nov 2019,30,,,Jordan Reeves| Daniella Benitez| Salvador Gómez-Colón,English,United States,1 nomination,-1.0,6.1,157,tt10163846,Documentary
Mary Poppins,1964,G,18 Jun 1965,139,Robert Stevenson,Bill Walsh| Don DaGradi| P.L. Travers,Julie Andrews| Dick Van Dyke| David Tomlinson,English,United States,Won 5 Oscars. 22 wins & 17 nominations total,88.0,7.8,168315,tt0058331,Children|Comedy|Fantasy|Musical
Mater and the Ghostlight,2006,G,25 Oct 2006,7,John Lasseter| Dan Scanlon(co-director),Joe Ranft (original story by)| John Lasseter (original story by)| Dan Scanlon (original story by),Larry the Cable Guy| Owen Wilson| Michael Wallis| Bonnie Hunt,English,USA,,-1.0,6.6,7624,tt0901686,Animation|Short|Comedy|Family|Horror
Melody Time,1948,Approved,27 May 1948,75,Clyde Geronimi| Wilfred Jackson| Jack Kinney,Winston Hibler| Erdman Penner| Harry Reeves,Roy Rogers| Trigger| Dennis Day,English,United States,1 win,69.0,6.2,5929,tt0040580,Animation|Children|Musical
Mickey Down Under,1948,G,19 Mar 1948,7,Charles A. Nichols,MacDonald MacPherson| Jack Huber,Pinto Colvig| James MacDonald,English,United States,,-1.0,5.7,613,tt0040587,Family|Animation|Short
"Mickey, Donald, Goofy: The Three Musketeers",2004,G,17 Aug 2004,68,Donovan Cook,Evan Spiliotopoulos (screenplay)| David Mickey Evans (screenplay)| Robin Kingsland,Wayne Allwine| Tony Anselmo| Bill Farmer| Russi Taylor,English,USA,1 win & 5 nominations.,-1.0,6.4,8658,tt0371823,Animation|Adventure|Comedy|Family|Musical|Romance
Mickey's Birthday Party,1942,Passed,07 Feb 1942,8,Hamilton Luske| Riley Thomson,Warren Foster (story),Thelma Boardman| Pinto Colvig| Walt Disney,English,United States,,-1.0,6.6,855,tt0035064,Animation|Children|Comedy
Mickey's Christmas Carol,1983,G,16 Dec 1983,26,Burny Mattinson,Charles Dickens| Burny Mattinson| Tony Marino,Alan Young| Wayne Allwine| Hal Smith,English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,8.0,12568,tt0085936,Animation|Short|Comedy
Mickey's Delayed Date,1947,Approved,03 Oct 1947,7,Charles A. Nichols| Wilfred Jackson,Art Scott,Ruth Clifford| Pinto Colvig| Walt Disney,English,United States,,-1.0,6.5,664,tt0039623,Animation|Short|Comedy
Mickey's Once Upon a Christmas,1999,Not-Rated,09 Nov 1999,66,Alex Mann| Jun Falkenstein| Bradley Raymond| Toby Shelton| Bill Speers,"Charlie Cohen (screenplay)| William Dean Howells (story inspired by ""Christmas Every Day"")| Scott Spencer Gorden (screenplay)| Tom Nance (screenplay)| Carter Crocker (screenplay)| Richard Cray (screenplay)| Temple Mathews (screenplay)| O. Henry (story based on ""The Gift of the Magi"")| Thomas Hart (interstitial narration)| Eddie Guzelian (interstitial narration)| Alex Mann| Ross Hastings",Kelsey Grammer| Wayne Allwine| Russi Taylor| Tony Anselmo,English,USA,2 nominations.,-1.0,7.1,7365,tt0238414,Animation|Comedy|Family|Fantasy
Mickey's Rival,1936,Approved,20 Jun 1936,8,Wilfred Jackson,Earl Hurd| Vernon Stallings,Sonny Dawson| Walt Disney| Marcellite Garner,English,United States,,-1.0,6.7,1065,tt0027964,Animation|Short|Comedy
Mickey's Trailer,1938,Approved,06 May 1938,8,Ben Sharpsteen,Jack Kinney,Pinto Colvig| Walt Disney| Clarence Nash,English,United States,,-1.0,8.0,3121,tt0030448,Animation|Short|Adventure
Mickey's Twice Upon a Christmas,2004,G,09 Nov 2004,68,Theresa Cullen| Carole Holliday| Peggy Holmes| Matthew O'Callaghan,"Bill Motz (screenplay)| Bob Roth (screenplay)| Peggy Holmes (screenplay)| Peggy Holmes (story)| Chad Fiveash (screenplay: segment ""Christmas: Impossible"")| James Patrick Stoteraux (screenplay)| Matthew O'Callaghan (screenplay)| Chad Fiveash (story: segment ""Christmas: Impossible"")| James Patrick Stoteraux (story)| Bill Motz (screenplay)| Bob Roth (screenplay)| Shirley Pierce (screenplay)| Theresa Cullen (story)| Jim Peronto (screenplay)| Carole Holliday (screenplay)| Carole Holliday (story)| Michael Shipley (screenplay)| Jim Bernstein (screenplay)| Shirley Pierce (screenplay)| Colin Goldman (story)| Matthew O'Callaghan (story)| Robin Kingsland",Wayne Allwine| Tony Anselmo| Jeff Bennett| Jim Cummings,English,USA,1 win & 3 nominations.,-1.0,6.5,4393,tt0424279,Animation|Comedy|Family|Fantasy
Mike's New Car,2002,Not-Rated,02 May 2003,4,Pete Docter| Roger Gould,Pete Docter (original story)| Jeff Pidgeon (story)| Roger Gould (story)| Rob Gibbs (story),Billy Crystal| John Goodman,English,USA,,-1.0,7.1,12845,tt0323250,Animation|Short|Comedy|Family|Fantasy
Minutemen,2008,TV-G,25 Jan 2008,98,Lev L. Spiro,John Killoran (teleplay)| David Diamond (story)| David Weissman (story),Jason Dolley| Luke Benward| Nicholas Braun| Chelsea Kane,English,USA,5 nominations.,-1.0,5.8,5582,tt1072755,Adventure|Comedy|Family|Romance|Sci-Fi|Thriller
Miracle at Midnight,1998,G,17 May 1998,90,Ken Cameron,Chris Bryant| Monte Merrick,Sam Waterston| Mia Farrow| Justin Whalin| Patrick Malahide,English,USA,3 wins & 1 nomination.,-1.0,7.0,293,tt0157996,Drama
Miracle in Lane 2,2000,G,13 May 2000,120,Greg Beeman,Joel Kauffmann| Donald C. Yost,Frankie Muniz| Rick Rossovich| Molly Hagan| Patrick Levis,English,USA,3 wins & 3 nominations.,-1.0,6.1,1992,tt0218440,Biography|Comedy|Drama|Family|Sport
Miracle Landing on the Hudson,2014,G,05 Jan 2014,90,Simon George,Simon George,Kate Steavenson-Payne| Sara Stewart| Matthew Douglas| Todd Boyce,English,USA,,-1.0,6.6,118,tt3067436,Drama
Mission to the Sun,2018,G,19 Nov 2018,60,Daniel M. Smith,,Henry Goodman| Jack Baker| Nicky Fox| Jeffrey Johnson,English,USA,,-1.0,6.8,111,tt9165688,Documentary
Mom's Got a Date with a Vampire,2000,TV-PG,13 Oct 2000,85,Steve Boyum,Lindsay Naythons (story)| Robert Keats (teleplay),Matt O'Leary| Laura Vandervoort| Myles Jeffrey| Caroline Rhea,English,Canada| USA,1 win & 3 nominations.,-1.0,5.9,3829,tt0250593,Comedy|Family|Fantasy|Horror
"Monsters, Inc",2001,G,02 Nov 2001,92,Pete Docter| David Silverman| Lee Unkrich,Pete Docter| Jill Culton| Jeff Pidgeon,Billy Crystal| John Goodman| Mary Gibbs,English,United States,Won 1 Oscar. 15 wins & 38 nominations total,79.0,8.1,875550,tt0198781,Adventure|Animation|Children|Comedy|Fantasy
Motocrossed,2001,TV-G,16 Feb 2001,110,Steve Boyum,Ann Austen| Douglas Sloan,Alana Austin| Riley Smith| Mary-Margaret Humes| Trever O'Brien,English,USA,3 nominations.,-1.0,6.6,4753,tt0273842,Action|Children|Comedy|Romance
Disney's Newsies: The Broadway Musical!,2017,PG,16 Feb 2017,149,Jeff Calhoun| Brett Sullivan,Harvey Fierstein| Bob Tzudiker| Noni White,Jeremy Jordan| Kara Lindsay| Ben Fankhauser,English,United States,,-1.0,8.4,2873,tt6346162,Musical
Noelle,2019,G,12 Nov 2019,100,Marc Lawrence,Marc Lawrence,Anna Kendrick| Shirley MacLaine| Bill Hader,English|AmericanSign,United States,1 win,48.0,6.3,21020,tt5097410,Adventure|Comedy|Family
Now You See It,2005,TV-G,14 Jan 2005,83,Duwayne Dunham,Bill Fritz,Aly Michalka| Johnny Pacar| Frank Langella| Chris Olivero,English,USA,,-1.0,6.2,2304,tt0426568,Drama|Family|Fantasy|Mystery
Olaf's Frozen Adventure,2017,G,27 Oct 2017,22,Kevin Deters| Stevie Wermers,Jac Schaeffer| Brian Kesinger| Hans Christian Andersen,Josh Gad| Idina Menzel| Kristen Bell,English,United States,3 nominations,-1.0,5.6,12646,tt5452780,Adventure|Animation|Children|Comedy|Fantasy
Old Yeller,1957,Approved,10 Jul 1959,83,Robert Stevenson,Fred Gipson| William Tunberg,Dorothy McGuire| Fess Parker| Tommy Kirk,English,United States,2 wins,84.0,7.3,13231,tt0050798,Adventure|Drama|Family
Once Upon a Mattress,2005,PG,18 Dec 2005,90,Kathleen Marshall,Marshall Barer (musical)| Dean Fuller (musical)| Jay Thompson (musical)| Mary Rodgers (musical)| Janet Brownell (teleplay),Carol Burnett| Tracey Ullman| Denis O'Hare| Zooey Deschanel,English,USA,Nominated for 2 Primetime Emmys. Another 1 nomination.,-1.0,6.4,1025,tt0426148,Comedy|Musical|Romance
Out of the Box,1998,TV-Y,07 Oct 1998,24,,Douglas Love,Tony James| Vivian Bayubay| Celine Ordioni,English,United States,1 nomination,-1.0,7.5,955,tt0277514,Family|Fantasy|Music
Paris to Pittsburgh,2018,G,12 Dec 2018,77,Sidney Beaumont| Michael Bonfiglio,,Rachel Brosnahan| Bill Peduto| Eva Resnick-Day,English,United States,,-1.0,6.5,138,tt9236264,Documentary
Partly Cloudy,2009,G,29 May 2009,6,Peter Sohn,Peter Sohn,Tony Fucile| Lori Richardson,None,United States,,-1.0,8.1,21734,tt1425244,Animation|Children|Comedy|Fantasy
Party Central,2014,PG,21 Mar 2014,5,Kelsey Mann,Kelsey Mann,Billy Crystal| John Goodman| Peter Sohn,English,United States,,-1.0,7.1,2801,tt3116154,Animation|Children|Comedy|Fantasy
Perri,1957,G,28 Aug 1957,75,Paul Kenworthy| Ralph Wright,Ralph Wright| Winston Hibler| Felix Salten,Winston Hibler,English,United States,Nominated for 1 Oscar. 1 win & 1 nomination total,-1.0,6.8,529,tt0050837,Adventure|Children|Fantasy
Peter Pan,1953,G,05 Feb 1953,77,Clyde Geronimi| Wilfred Jackson| Hamilton Luske,J.M. Barrie| Ted Sears| Erdman Penner,Bobby Driscoll| Kathryn Beaumont| Hans Conried,English|AmericanSign,United States,2 nominations,76.0,7.3,136150,tt0046183,Animation|Children|Fantasy|Musical
Phantom of the Megaplex,2000,TV-G,10 Nov 2000,89,Blair Treu,Stu Krieger,Taylor Handley| Corinne Bohrer| Caitlin Wachs| Jacob Smith,English,USA| Canada,3 nominations.,-1.0,6.4,3079,tt0266850,Action|Children|Comedy|Mystery
Phineas and Ferb,2007,TV-G,17 Aug 2007,15,,Jeff 'Swampy' Marsh| Dan Povenmire,Vincent Martella| Thomas Brodie-Sangster| Dan Povenmire,English,United States,Won 3 Primetime Emmys. 4 wins & 40 nominations total,-1.0,8.1,42255,tt0852863,Animation|Short|Action
Phineas and Ferb the Movie: Across the 2nd Dimension,2011,TV-G,05 Aug 2011,78,Robert Hughes| Dan Povenmire| Jay Lender| Jeff 'Swampy' Marsh| Kyle Menke,Jon Colton Barry| Dan Povenmire| Jeff 'Swampy' Marsh| Michael Diederich (additional material)| Wendy Grieb (additional material)| Chris Headrick (additional material)| Seth Kearsley (additional material)| Kyle Menke (additional material)| Tom Minton (additional material)| Zac Moncrief (additional material)| Sue Perrotto (additional material)| Bernie Petterson (additional material)| Joe Orrantia (additional material)| Aliki Theofilopoulos (additional material)| Chong Lee (additional material)| Kaz (additional material)| Antoine Guilbaud (additional material)| Kim Roberson (additional material),Vincent Martella| Ashley Tisdale| Thomas Brodie-Sangster| Caroline Rhea,Mandarin|Chinese|MinNan|English,USA| Taiwan| China,Nominated for 1 Primetime Emmy. Another 3 wins & 3 nominations.,-1.0,7.4,9570,tt1825918,Animation|Action|Adventure|Comedy|Family|Musical|Sci-Fi
Piper,2016,G,17 Jun 2016,6,Alan Barillaro,Alan Barillaro,Bui Quoc Huy Steve,None,United States,Won 1 Oscar. 2 wins & 1 nomination total,-1.0,8.4,28679,tt5613056,Animation|Short|Family
Pixar in Real Life,2019,TV-G,12 Nov 2019,4,,,Micaela Toomey| Zihan Zhao| Erika Degraffinreaidt,English,United States,,-1.0,6.5,725,tt11199558,Comedy|Family|Reality-TV
Pixel Perfect,2004,TV-G,16 Jan 2004,85,Mark A.Z. Dippé,Alan Sacks (story)| Neal Shusterman (story)| Neal Shusterman (teleplay),Raviv Ullman| Leah Pipes| Spencer Redford| Chad 'Chato' Alger,English|German,USA,,-1.0,5.7,3363,tt0393596,Family|Sci-Fi|Comedy|Fantasy|Music
Pluto and the Gopher,1950,Approved,10 Feb 1950,6,Charles A. Nichols,Dick Kinney| Milt Schaffer,Ruth Clifford| Pinto Colvig,English,United States,,-1.0,6.1,461,tt0041751,Animation|Comedy|Family
Pluto's Christmas Tree,1952,Approved,21 Nov 1952,7,Jack Hannah,Bill Berg| Milt Schaffer,Helen Seibert| Ruth Clifford| Pinto Colvig,English,United States,,-1.0,7.6,2861,tt0045037,Animation|Short|Comedy
Pluto's Surprise Package,1949,G,04 Mar 1949,7,Charles A. Nichols,Milt Schaffer| Eric Gurney,Pinto Colvig,English,United States,,-1.0,6.3,469,tt0041752,Animation|Comedy|Family
Pluto's Sweater,1949,Approved,29 Apr 1949,7,Charles A. Nichols,Eric Gurney| Milt Schaffer,Ruth Clifford| Clarence Nash| Pinto Colvig,English,United States,,-1.0,6.7,608,tt0041753,Animation|Short|Comedy
Pollyanna,1960,Approved,19 May 1960,134,David Swift,Eleanor H. Porter| David Swift,Jane Wyman| Hayley Mills| Richard Egan,English,United States,Won 1 Oscar. 2 wins & 1 nomination total,-1.0,7.4,10105,tt0054195,Children|Comedy|Drama
Pooh's Grand Adventure: The Search for Christopher Robin,1997,G,05 Aug 1997,76,Karl Geurs,A.A. Milne (stories)| Karl Geurs (screenplay)| Carter Crocker (screenplay),Jim Cummings| John Fiedler| Ken Sansom| Andre Stojka,English,USA,5 nominations.,-1.0,7.1,5457,tt0119918,Animation|Adventure|Comedy|Family|Musical
Presto,2008,G,27 Jun 2008,5,Doug Sweetland,Doug Sweetland| Ted Mathot| Valerie LaPointe,Doug Sweetland,English,United States,Nominated for 1 Oscar. 2 nominations total,-1.0,8.3,24233,tt1245104,Animation|Children|Comedy|Fantasy
Princess Protection Program,2009,TV-G,26 Jun 2009,90,Allison Liddi-Brown,Annie DeYoung (story)| Annie DeYoung| David Morgasen (story),Demi Lovato| Selena Gomez| Nicholas Braun| Molly Hagan,English,USA,3 wins & 3 nominations.,-1.0,5.6,22434,tt1196339,Comedy|Drama|Family
Quack Pack,1996,TV-Y,02 Sep 1996,30,,Toby Shelton,Tony Anselmo| Jeannie Elias| Elizabeth Daily,English,United States,,-1.0,6.7,4099,tt0136658,Animation|Adventure|Comedy
Quints,2000,TV-G,18 Aug 2000,83,Bill Corcoran,Matthew Weisman (story)| Matthew Weisman (teleplay)| Gregory K. Pincus (teleplay),Kimberly J. Brown| Daniel Roebuck| Elizabeth Morehead| Shadia Simmons,English,Canada| USA,2 nominations.,-1.0,5.7,2243,tt0245380,Comedy|Drama|Family
Read It and Weep,2006,TV-G,21 Jul 2006,84,Paul Hoen,Patrick J. Clifton (teleplay)| Beth Rigazio (teleplay)| Julia DeVillers (book),Kay Panabaker| Danielle Panabaker| Alexandra Krosney| Marquise C. Brown,English,USA,2 nominations.,-1.0,5.5,5229,tt0494716,Animation|Comedy|Drama|Family|Romance
Ready to Run,2000,TV-G,14 Jul 2000,96,Duwayne Dunham,John Wierick,Krystle Po| Jason Dohring| Lillian Hurst| Jon Brazier,English,USA| New Zealand,1 nomination.,-1.0,5.4,315,tt0253550,Family|Sport
