Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,total_gross,inflation_adjusted_gross,movieId,title,genres,movie_title,year
Sky High,2005,PG,29 Jul 2005,100.0,Adventure|Comedy|Family,Adventure|Comedy|Family,PaulHernandez|BobSchooley|MarkMcCorkle,KurtRussell|KellyPreston|MichaelAngarano,English|Cantonese,UnitedStates,1 nomination,62.0,6.2,85010,tt0405325,63939454.0,88713127.0,34332.0,Sky High (2005),Action|Adventure|Children|Comedy,Sky High,2005.0
Sleeping Beauty,1959,G,29 Jan 1959,75.0,Animation|Adventure|Family,Animation|Adventure|Family,ErdmanPenner|CharlesPerrault|JoeRinaldi,MaryCosta|BillShirley|EleanorAudley,English,UnitedStates,Nominated for 1 Oscar. 4 wins & 6 nominations total,85.0,7.3,145172,tt0053285,9464608.0,88131437.0,2096.0,Sleeping Beauty (1959),Animation|Children|Musical,Sleeping Beauty,1959.0
Snow Dogs,2002,PG,18 Jan 2002,99.0,Adventure|Comedy|Family,Adventure|Comedy|Family,JimKouf|TommySwerdlow|MichaelGoldberg,CubaGoodingJr.|JamesCoburn|Sisqó,English,Canada|UnitedStates,1 win,29.0,5.2,26765,tt0281373,81150692.0,122231256.0,5048.0,Snow Dogs (2002),Adventure|Children|Comedy,Snow Dogs,2002.0
Snow White and the Seven Dwarfs,1937,Approved,04 Feb 1938,83.0,Animation|Adventure|Family,Animation|Adventure|Family,JacobGrimm|WilhelmGrimm|TedSears,AdrianaCaselotti|HarryStockwell|LucilleLaVerne,English,UnitedStates,Won 1 Oscar. 11 wins & 6 nominations total,95.0,7.6,194079,tt0029583,184925485.0,3479809629.0,594.0,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,Snow White and the Seven Dwarfs,1937.0
Solo: A Star Wars Story,2018,PG-13,25 May 2018,135.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,JonathanKasdan|LawrenceKasdan|GeorgeLucas,AldenEhrenreich|WoodyHarrelson|EmiliaClarke,English,UnitedStates,Nominated for 1 Oscar. 6 wins & 26 nominations total,62.0,6.9,327675,tt3778644,213767512.0,230676893.0,187595.0,Solo: A Star Wars Story (2018),Action|Adventure|Children|Sci-Fi,Solo: A Star Wars Story,2018.0
Something Wicked This Way Comes,1983,PG,29 Apr 1983,95.0,Fantasy|Mystery|Thriller,Fantasy|Mystery|Thriller,RayBradbury,JasonRobards|JonathanPryce|DianeLadd,English,UnitedStates,2 wins & 7 nominations,-1.0,6.7,9184,tt0086336,5656087.0,15387850.0,2097.0,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,Something Wicked This Way Comes,1983.0
Son in Law,1993,PG-13,02 Jul 1993,95.0,Comedy|Drama|Romance,Comedy|Drama|Romance,PatrickJ.Clifton|SusanMcMartin|PeterM.Lenkov,PaulyShore|CarlaGugino|LaneSmith,English,UnitedStates,1 nomination,33.0,5.8,19903,tt0108186,25989889.0,48736887.0,542.0,Son in Law (1993),Comedy|Drama|Romance,Son in Law,1993.0
Song of the South,1946,G,20 Nov 1946,94.0,Animation|Comedy|Family,Animation|Comedy|Family,DaltonS.Reymond|MortonGrant|MauriceRapf,RuthWarrick|BobbyDriscoll|JamesBaskett,English,UnitedStates,Won 2 Oscars. 2 wins & 1 nomination total,54.0,7.1,13653,tt0038969,65000000.0,903233333.0,2099.0,Song of the South (1946),Adventure|Animation|Children|Musical,Song of the South,1946.0
Sorority Boys,2002,R,22 Mar 2002,93.0,Comedy,Comedy,JoeJarvis|GregCoolidge,BarryWatson|HarlandWilliams|MichaelRosenbaum,English|Indonesian,UnitedStates,1 win & 1 nomination,25.0,5.4,15580,tt0279781,10198766.0,15361643.0,5255.0,Sorority Boys (2002),Comedy,Sorority Boys,2002.0
Spaced Invaders,1990,PG,27 Apr 1990,100.0,Adventure|Comedy|Sci-Fi,Adventure|Comedy|Sci-Fi,PatrickReadJohnson|ScottLawrenceAlexander,DouglasBarr|RoyalDano|ArianaRichards,English,UnitedStates,,38.0,5.3,3555,tt0100666,15000000.0,31098316.0,5596.0,Spaced Invaders (1990),Adventure|Comedy|Sci-Fi,Spaced Invaders,1990.0
Splash,1984,PG,09 Mar 1984,111.0,Comedy|Fantasy|Romance,Comedy|Fantasy|Romance,BrianGrazer|BruceJayFriedman|LowellGanz,TomHanks|DarylHannah|EugeneLevy,English|Swedish,UnitedStates,Nominated for 1 Oscar. 2 wins & 9 nominations total,71.0,6.3,75582,tt0088161,62599495.0,163258759.0,2100.0,Splash (1984),Comedy|Fantasy|Romance,Splash,1984.0
Spy Hard,1996,PG-13,24 May 1996,81.0,Action|Comedy,Action|Comedy,JasonFriedberg|AaronSeltzer|RickFriedberg,LeslieNielsen|NicolletteSheridan|CharlesDurning,English|French|Spanish,UnitedStates,,25.0,5.4,37691,tt0117723,26936265.0,46519564.0,743.0,Spy Hard (1996),Action|Comedy,Spy Hard,1996.0
Squanto: A Warrior's Tale,1994,PG,28 Oct 1994,102.0,Adventure|Biography|Drama,Adventure|Biography|Drama,DarleneCraviotto,AdamBeach|MandyPatinkin|SheldonPetersWolfchild,English,UnitedStates|Canada,,-1.0,6.1,1248,tt0111271,3319344.0,6069113.0,2101.0,Squanto: A Warrior's Tale (1994),Adventure|Biography|Drama,Squanto: A Warrior's Tale,1994.0
Stakeout,1987,R,05 Aug 1987,117.0,Action|Comedy|Crime,Action|Comedy|Crime,JimKouf,RichardDreyfuss|EmilioEstevez|MadeleineStowe,English,UnitedStates,2 wins,69.0,6.7,25673,tt0094025,65673233.0,156650316.0,5553.0,Stakeout (1987),Comedy|Crime|Romance|Thriller,Stakeout,1987.0
Star Wars: Episode VIII - The Last Jedi,2017,PG-13,15 Dec 2017,152.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,RianJohnson|GeorgeLucas,DaisyRidley|JohnBoyega|MarkHamill,English,UnitedStates,Nominated for 4 Oscars. 25 wins & 99 nominations total,84.0,6.9,606579,tt2527336,620181382.0,685584811.0,,,Action|Adventure|Fantasy,,
Stay Alive,2006,PG-13,24 Mar 2006,85.0,Fantasy|Horror|Mystery,Fantasy|Horror|Mystery,WilliamBrentBell|MatthewPeterman,JonFoster|SamaireArmstrong|FrankieMuniz,English,UnitedStates,,24.0,5.1,31981,tt0441796,23086480.0,31030473.0,44731.0,Stay Alive (2006),Horror|Sci-Fi|Thriller,Stay Alive,2006.0
Stella,1990,PG-13,02 Feb 1990,109.0,Drama|Romance,Drama|Romance,OliveHigginsProuty|RobertGetchell,BetteMidler|JohnGoodman|TriniAlvarado,English,UnitedStates,2 nominations,45.0,6.2,2645,tt0100691,20062347.0,41593681.0,6321.0,Stella (1990),Drama|Romance,Stella,1990.0
Step Up,2006,PG-13,11 Aug 2006,104.0,Crime|Drama|Music,Crime|Drama|Music,DuaneAdler|MelissaRosenberg,ChanningTatum|JennaDewan|DamaineRadcliff,English,UnitedStates,1 win & 3 nominations,48.0,6.5,116748,tt0462590,65328121.0,87807345.0,47382.0,Step Up (2006),Crime|Drama|Music,Step Up,2006.0
Step Up 2: The Streets,2008,PG-13,14 Feb 2008,98.0,Drama|Music|Romance,Drama|Music|Romance,ToniAnnJohnson|KarenBarna|DuaneAdler,RobertHoffman|BrianaEvigan|CassieVentura,English|Russian,UnitedStates,2 wins & 3 nominations,50.0,6.2,86580,tt1023481,58017783.0,73018391.0,,,Drama|Music|Romance,,
Stick It,2006,PG-13,28 Apr 2006,103.0,Comedy|Drama|Sport,Comedy|Drama|Sport,JessicaBendinger,MissyPeregrym|JeffBridges|VanessaLengies,English,Germany|UnitedStates,,53.0,6.4,28682,tt0430634,26910736.0,36170645.0,45221.0,Stick It (2006),Comedy|Drama|Sport,Stick It,2006.0
Straight Talk,1992,PG,03 Apr 1992,91.0,Comedy|Drama|Romance,Comedy|Drama|Romance,CraigBolotin|PatriciaResnick,DollyParton|JamesWoods|GriffinDunne,English,UnitedStates,,-1.0,5.7,3666,tt0105481,21202099.0,40948914.0,6423.0,Straight Talk (1992),Comedy|Drama|Romance,Straight Talk,1992.0
Strange Magic,2015,PG,23 Jan 2015,99.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,DavidBerenbaum|IreneMecchi|GaryRydstrom,EvanRachelWood|ElijahKelley|KristinChenoweth,English,UnitedStates,1 win & 4 nominations,25.0,5.8,10988,tt4191054,12429583.0,14210137.0,126482.0,Strange Magic (2015),Animation|Children|Fantasy|Musical,Strange Magic,2015.0
Summer of Sam,1999,R,02 Jul 1999,142.0,Crime|Drama|Romance,Crime|Drama|Romance,SpikeLee|VictorColicchio|MichaelImperioli,JohnLeguizamo|AdrienBrody|MiraSorvino,English|Italian,UnitedStates,6 nominations,67.0,6.7,38209,tt0162677,19288130.0,31371576.0,2702.0,Summer of Sam (1999),Crime|Drama|Romance,Summer of Sam,1999.0
Super Mario Bros,1993,PG,28 May 1993,104.0,Adventure|Comedy|Family,Adventure|Comedy|Family,ParkerBennett|TerryRunte|EdSolomon,BobHoskins|JohnLeguizamo|DennisHopper,English,UnitedKingdom|UnitedStates|Japan|France,2 nominations,35.0,4.1,53306,tt0108255,20844907.0,39088888.0,546.0,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Super Mario Bros,1993.0
Surrogates,2009,PG-13,25 Sep 2009,89.0,Action|Sci-Fi|Thriller,Action|Sci-Fi|Thriller,MichaelFerris|JohnBrancato|RobertVenditti,BruceWillis|RadhaMitchell|VingRhames,English,UnitedStates,,45.0,6.3,173856,tt0986263,38577772.0,48725482.0,71530.0,Surrogates (2009),Action|Sci-Fi|Thriller,Surrogates,2009.0
Sweet Home Alabama,2002,PG-13,27 Sep 2002,108.0,Comedy|Romance,Comedy|Romance,DouglasJ.Eboch|C.JayCox,ReeseWitherspoon|PatrickDempsey|JoshLucas,English,UnitedStates,3 wins & 6 nominations,45.0,6.2,110647,tt0256415,127214072.0,191613102.0,5620.0,Sweet Home Alabama (2002),Comedy|Romance,Sweet Home Alabama,2002.0
Swing Kids,1993,PG-13,05 Mar 1993,112.0,Drama|Music,Drama|Music,JonathanMarcFeldman,RobertSeanLeonard|ChristianBale|FrankWhaley,English,UnitedStates,1 win & 1 nomination,39.0,6.8,16225,tt0108265,5632086.0,10561427.0,2106.0,Swing Kids (1993),Drama|Music,Swing Kids,1993.0
Swing Vote,2008,PG-13,01 Aug 2008,120.0,Comedy|Drama,Comedy|Drama,JasonRichman|JoshuaMichaelStern|DavidGiammarco,KevinCostner|PaulaPatton|KelseyGrammer,English,UnitedStates,1 nomination,47.0,6.1,18543,tt1027862,16289867.0,20501643.0,60939.0,Swing Vote (2008),Comedy|Drama,Swing Vote,2008.0
Taking Care of Business,1990,R,17 Aug 1990,108.0,Comedy,Comedy,JillMazursky|J.J.Abrams,JimBelushi|CharlesGrodin|AnneDeSalvo,English,UnitedStates,,42.0,6.4,8607,tt0103035,20005435.0,41475690.0,5307.0,Taking Care of Business (1990),Comedy,Taking Care of Business,1990.0
Tall Tale,1995,PG,24 Mar 1995,96.0,Adventure|Family|Fantasy,Adventure|Family|Fantasy,SteveBloom|RobertRodat,PatrickSwayze|OliverPlatt|RogerAaronBrown,English,UnitedStates,,-1.0,5.9,3783,tt0111359,8247627.0,14664432.0,2103.0,Tall Tale (1995),Adventure|Children|Fantasy|Western,Tall Tale,1995.0
Tangled,2010,PG,24 Nov 2010,100.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,DanFogelman|JacobGrimm|WilhelmGrimm,MandyMoore|ZacharyLevi|DonnaMurphy,English|German,UnitedStates,Nominated for 1 Oscar. 10 wins & 41 nominations total,71.0,7.8,437174,tt0398286,200821936.0,249553876.0,81847.0,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,Tangled,2010.0
Tarzan,1999,G,18 Jun 1999,88.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,TabMurphy|BobTzudiker|NoniWhite,TonyGoldwyn|MinnieDriver|BrianBlessed,English,UnitedStates,Won 1 Oscar. 11 wins & 23 nominations total,79.0,7.3,219336,tt0120855,171091819.0,278275811.0,2687.0,Tarzan (1999),Adventure|Animation|Children|Drama,Tarzan,1999.0
Teacher's Pet,2004,PG,16 Jan 2004,73.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,GaryBaseman|BillSteinkellner|CheriSteinkellner,NathanLane|ShaunFleming|DavidOgdenStiers,English,UnitedStates,2 nominations,74.0,5.8,1768,tt0350194,6491969.0,9312487.0,7174.0,Teacher's Pet (2004),Animation|Adventure|Comedy,Teacher's Pet,2004.0
10 Things I Hate About You,1999,PG-13,31 Mar 1999,97.0,Comedy|Drama|Romance,Comedy|Drama|Romance,KarenMcCullah|KirstenSmith|WilliamShakespeare,HeathLedger|JuliaStiles|JosephGordon-Levitt,English|French,UnitedStates,2 wins & 13 nominations,70.0,7.3,326655,tt0147800,38177966.0,62095338.0,2572.0,10 Things I Hate About You (1999),Comedy|Drama|Romance,10 Things I Hate About You,1999.0
Terminal Velocity,1994,PG-13,23 Sep 1994,102.0,Action|Mystery|Romance,Action|Mystery|Romance,DavidTwohy,CharlieSheen|NastassjaKinski|JamesGandolfini,English,UnitedStates|Canada|Japan,,-1.0,5.5,13667,tt0111400,16478900.0,30130145.0,548.0,Terminal Velocity (1994),Action|Mystery|Thriller,Terminal Velocity,1994.0
Tex,1982,PG,30 Jul 1982,103.0,Drama,Drama,S.E.Hinton|CharlesS.Haas|TimHunter,MattDillon|JimMetzler|MegTilly,English,UnitedStates,3 nominations,78.0,6.5,2204,tt0084783,7199408.0,20215788.0,2104.0,Tex (1982),Drama,Tex,1982.0
That Darn Cat,1997,PG,14 Feb 1997,89.0,Action|Comedy|Crime,Action|Comedy|Crime,GordonGordon|MildredGordon|BillWalsh,ChristinaRicci|DougE.Doug|DeanJones,English,UnitedStates,2 nominations,36.0,4.7,4411,tt0120317,18301828.0,30898731.0,1460.0,That Darn Cat (1997),Children|Comedy|Mystery,That Darn Cat,1997.0
The 13th Warrior,1999,R,27 Aug 1999,102.0,Action|Adventure|History,Action|Adventure|History,MichaelCrichton|WilliamWisher|WarrenLewis,AntonioBanderas|DianeVenora|DennisStorhøi,English|Latin|Swedish|Norse|Old|Danish|Arabic,UnitedStates,2 wins & 2 nominations,42.0,6.6,122798,tt0120657,32698899.0,53183797.0,,,Action|Adventure|History,,
The Absent Minded Professor,1961,Approved,16 Mar 1961,92.0,Comedy|Family|Sci-Fi,Comedy|Family|Sci-Fi,BillWalsh|SamuelW.Taylor,FredMacMurray|NancyOlson|KeenanWynn,English,UnitedStates,Nominated for 3 Oscars. 1 win & 8 nominations total,75.0,6.8,8176,tt0054594,25381407.0,230020062.0,,,Comedy|Family|Sci-Fi,,
The Adventures of Huck Finn,1993,PG,02 Apr 1993,108.0,Adventure|Comedy|Drama,Adventure|Comedy|Drama,MarkTwain|StephenSommers,ElijahWood|CourtneyB.Vance|RobbieColtrane,English|French,UnitedStates,,-1.0,6.2,8499,tt0106223,24103594.0,45199659.0,,,Adventure|Comedy|Drama,,
The Air Up There,1994,PG,07 Jan 1994,107.0,Comedy|Family|Sport,Comedy|Family|Sport,MaxApple,KevinBacon|CharlesGitongaMaina|YolandaVazquez,English,UnitedStates|Japan,,-1.0,5.5,8930,tt0109067,20782439.0,37998768.0,,,Comedy|Family|Sport,,
The Alamo,2004,PG-13,09 Apr 2004,137.0,Drama|History|War,Drama|History|War,LeslieBohem|StephenGaghan|JohnLeeHancock,DennisQuaid|BillyBobThornton|EmilioEchevarría,English|Spanish,UnitedStates,1 nomination,47.0,6.0,20830,tt0318974,22406362.0,32141090.0,7379.0,The Alamo (2004),Drama|War|Western,The Alamo,2004.0
The Apple Dumpling Gang,1975,G,01 Jul 1975,100.0,Comedy|Family|Western,Comedy|Family|Western,DonTait|JackM.Bickham,BillBixby|SusanClark|DonKnotts,English,UnitedStates,,59.0,6.4,5711,tt0072653,31916500.0,160751189.0,,,Comedy|Family|Western,,
The Aristocats,1970,G,24 Dec 1970,78.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,LarryClemmons|VanceGerry|KenAnderson,PhilHarris|EvaGabor|SterlingHolloway,English,UnitedStates,3 wins,66.0,7.1,101514,tt0065421,55675257.0,388822793.0,,,Animation|Adventure|Comedy,,
The Associate,1996,PG-13,25 Oct 1996,114.0,Comedy,Comedy,JenaroPrieto|Jean-ClaudeCarrière|RenéGainville,WhoopiGoldberg|DianneWiest|EliWallach,English,UnitedStates,,-1.0,6.1,8118,tt0115580,12772657.0,22058679.0,,,Comedy,,
The Avengers,2012,PG-13,04 May 2012,143.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,JossWhedon|ZakPenn,RobertDowneyJr.|ChrisEvans|ScarlettJohansson,English|Russian|Hindi,UnitedStates,Nominated for 1 Oscar. 38 wins & 80 nominations total,69.0,8.1,1345654,tt0848228,623279547.0,735603103.0,,,Action|Adventure|Sci-Fi,,
The BFG,2016,PG,01 Jul 2016,117.0,Adventure|Family|Fantasy,Adventure|Family|Fantasy,MelissaMathison|RoaldDahl,MarkRylance|RubyBarnhill|PenelopeWilton,English|Hindi,UnitedStates|India|UnitedKingdom,Nominated for 1 BAFTA Film Award4 wins & 26 nominations total,66.0,6.4,84252,tt3691740,55483770.0,62641661.0,158830.0,The BFG (2016),Adventure|Family|Fantasy,The BFG,2016.0
The Big Green,1995,PG,29 Sep 1995,100.0,Comedy|Family|Sport,Comedy|Family|Sport,HollyGoldbergSloan,SteveGuttenberg|Oliviad'Abo|JayO.Sanders,English,UnitedStates,,-1.0,5.5,10044,tt0112499,17736619.0,31536034.0,,,Comedy|Family|Sport,,
The Black Cauldron,1985,PG,24 Jul 1985,80.0,Animation|Action|Adventure,Animation|Action|Adventure,LloydAlexander|DavidJonas|VanceGerry,GrantBardsley|FreddieJones|SusanSheridan,English|Portuguese,UnitedStates,,59.0,6.4,35248,tt0088814,21288692.0,53611495.0,,,Animation|Action|Adventure,,
The Black Hole,1979,PG,21 Dec 1979,98.0,Action|Sci-Fi,Action|Sci-Fi,JebRosebrook|BobBarbash|RichardH.Landau,MaximilianSchell|AnthonyPerkins|RobertForster,English,UnitedStates,Nominated for 2 Oscars. 8 nominations total,52.0,5.9,25240,tt0078869,35841901.0,133775205.0,175441.0,,Action|Sci-Fi,,
The Boatniks,1970,G,01 Jul 1970,99.0,Comedy|Family,Comedy|Family,ArthurJulian|MartinRoth,RobertMorse|StefaniePowers|PhilSilvers,English,UnitedStates,,-1.0,5.5,770,tt0065482,18607492.0,129950312.0,157324.0,The Boatniks (1970),Children|Comedy,The Boatniks,1970.0
The Cemetery Club,1993,PG-13,12 Feb 1993,106.0,Comedy,Comedy,IvanMenchell,EllenBurstyn|OlympiaDukakis|DianeLadd,English,UnitedStates,1 win,-1.0,5.8,853,tt0106536,5583621.0,10470545.0,,,Comedy,,
The Chronicles of Narnia: Prince Caspian,2008,PG,16 May 2008,150.0,Action|Adventure|Family,Action|Adventure|Family,AndrewAdamson|ChristopherMarkus|StephenMcFeely,BenBarnes|SkandarKeynes|GeorgieHenley,English,UnitedStates|Poland|Slovenia|CzechRepublic|UnitedKingdom,4 wins & 21 nominations,62.0,6.5,206153,tt0499448,141621490.0,178237995.0,,,Action|Adventure|Family,,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,09 Dec 2005,143.0,Adventure|Family|Fantasy,Adventure|Family|Fantasy,AnnPeacock|AndrewAdamson|ChristopherMarkus,TildaSwinton|GeorgieHenley|WilliamMoseley,English|German|BrazilianSign,UnitedKingdom|UnitedStates,Won 1 Oscar. 18 wins & 46 nominations total,75.0,6.9,388456,tt0363771,291710957.0,404735883.0,185231.0,,Adventure|Family|Fantasy,,
The Color of Money,1986,R,17 Oct 1986,119.0,Drama|Sport,Drama|Sport,WalterTevis|RichardPrice,PaulNewman|TomCruise|MaryElizabethMastrantonio,English|Spanish,UnitedStates,Won 1 Oscar. 3 wins & 10 nominations total,77.0,7.0,81054,tt0090863,52293000.0,129286808.0,,,Drama|Sport,,
The Count of Monte Cristo,2002,PG-13,25 Jan 2002,131.0,Action|Adventure|Drama,Action|Adventure|Drama,AlexandreDumas|JayWolpert,JimCaviezel|GuyPearce|ChristopherAdamson,English,UnitedKingdom|UnitedStates|Ireland|Switzerland,,61.0,7.7,135888,tt0245844,54228104.0,81679762.0,5064.0,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,The Count of Monte Cristo,2002.0
The Country Bears,2002,G,26 Jul 2002,88.0,Comedy|Family|Music,Comedy|Family|Music,MarkPerez,HaleyJoelOsment|DiedrichBader|CandyFord,English,UnitedStates,4 nominations,37.0,4.2,5526,tt0276033,16988996.0,25589262.0,,,Comedy|Family|Music,,
The Crew,2000,PG-13,25 Aug 2000,88.0,Comedy|Crime,Comedy|Crime,BarryFanaro,RichardDreyfuss|BurtReynolds|DanHedaya,English|Spanish,UnitedStates,1 win,37.0,5.6,5944,tt0198386,13019253.0,20486800.0,189835.0,,Comedy|Crime,,
The Devil and Max Devlin,1981,PG,06 Mar 1981,96.0,Comedy|Family|Fantasy,Comedy|Family|Fantasy,MaryRodgers|JimmySangster,ElliottGould|BillCosby|SusanAnspach,English,UnitedStates,,-1.0,5.1,1289,tt0082263,16000000.0,47695489.0,,,Comedy|Family|Fantasy,,
The Distinguished Gentleman,1992,R,04 Dec 1992,112.0,Comedy|Crime,Comedy|Crime,MartyKaplan|JonathanReynolds,EddieMurphy|LaneSmith|SherylLeeRalph,English,UnitedStates,4 wins,45.0,5.9,15983,tt0104114,46434570.0,89681934.0,,,Comedy|Crime,,
The Doctor,1991,PG-13,16 Aug 1991,122.0,Drama,Drama,EdRosenbaum|RobertCaswell,WilliamHurt|ChristineLahti|ElizabethPerkins,English,UnitedStates,3 nominations,-1.0,7.0,5473,tt0101746,37497480.0,74601263.0,,,Drama,,
The Emperor's New Groove,2000,G,15 Dec 2000,78.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,ChrisWilliams|MarkDindal|DavidReynolds,DavidSpade|JohnGoodman|EarthaKitt,English,UnitedStates,Nominated for 1 Oscar. 7 wins & 27 nominations total,70.0,7.4,195606,tt0120917,89630573.0,141040629.0,,,Animation|Adventure|Comedy,,
The Fifth Estate,2013,R,18 Oct 2013,128.0,Biography|Crime|Drama,Biography|Crime|Drama,DanielDomscheit-Berg|DavidLeigh|LukeHarding,BenedictCumberbatch|DanielBrühl|CaricevanHouten,English|Icelandic|Swahili|Arabic,UnitedStates|India|Belgium,2 wins & 3 nominations,49.0,6.2,40667,tt1837703,3254172.0,3785174.0,,,Biography|Crime|Drama,,
The Finest Hours,2016,PG-13,29 Jan 2016,117.0,Action|Drama|History,Action|Drama|History,ScottSilver|PaulTamasy|EricJohnson,ChrisPine|CaseyAffleck|BenFoster,English,UnitedStates,2 wins,58.0,6.7,65704,tt2025690,27569558.0,31126271.0,151777.0,The Finest Hours (2016),Action|Drama|History,The Finest Hours,2016.0
The Fox and the Hound,1981,G,10 Jul 1981,83.0,Animation|Adventure|Drama,Animation|Adventure|Drama,DanielP.Mannix|LarryClemmons|TedBerman,MickeyRooney|KurtRussell|PearlBailey,English,UnitedStates,1 win & 2 nominations,65.0,7.3,90916,tt0082406,43899231.0,130862207.0,,,Animation|Adventure|Drama,,
The Game Plan,2007,PG,28 Sep 2007,110.0,Comedy|Family|Sport,Comedy|Family|Sport,NicholeMillard|KathrynPrice|AudreyWells,DwayneJohnson|KyraSedgwick|MadisonPettis,English,UnitedStates,3 nominations,44.0,6.2,63659,tt0492956,90648202.0,118465835.0,,,Comedy|Family|Sport,,
The Good Dinosaur,2015,PG,25 Nov 2015,93.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,BobPeterson|PeterSohn|ErikBenson,JeffreyWright|FrancesMcDormand|MaleahNipay-Padilla,English,UnitedStates,9 wins & 41 nominations,66.0,6.7,112098,tt1979388,123087120.0,140719513.0,136016.0,The Good Dinosaur (2015),Adventure|Animation|Children|Comedy|Fantasy,The Good Dinosaur,2015.0
The Good Mother,1988,R,04 Nov 1988,103.0,Drama|Romance,Drama|Romance,MichaelBortman|SueMiller,DianeKeaton|LiamNeeson|JasonRobards,English,UnitedStates,,-1.0,5.7,1681,tt0095238,4764606.0,10913485.0,121919.0,,Drama|Romance,,
The Great Mouse Detective,1986,G,02 Jul 1986,74.0,Animation|Adventure|Family,Animation|Adventure|Family,PeterYoung|VanceGerry|SteveHulett,VincentPrice|BarrieIngham|ValBettin,English|French|German|Italian,UnitedStates,1 win & 3 nominations,73.0,7.2,48726,tt0091149,23605534.0,58361236.0,,,Animation|Adventure|Family,,
The Greatest Game Ever Played,2005,PG,30 Sep 2005,120.0,Biography|Drama|Sport,Biography|Drama|Sport,MarkFrost,ShiaLaBeouf|StephenDillane|EliasKoteas,English,UnitedStates|Canada,3 nominations,55.0,7.4,30196,tt0388980,15331289.0,21271476.0,,,Biography|Drama|Sport,,
